pclass,survived,sex,age,sibsp,parch,fare,cabin,embarked
1,1,female,38.0,1,0,71.2833,C85,C
1,1,male,51.0,0,0,26.55,E17,S
1,1,male,27.0,0,0,30.5,N,S
1,1,female,33.0,0,0,151.55,N,S
1,0,male,31.0,1,0,52,B71,S
1,1,female,27.0,1,2,52,B71,S
1,1,male,31.0,1,0,57,B20,S
1,1,female,17.0,1,0,57,B20,S
1,1,male,53.0,1,1,81.8583,A34,S
1,1,male,4.0,0,2,81.8583,A34,S
1,1,female,54.0,1,1,81.8583,A34,S
1,0,male,50.0,1,0,106.425,C86,C
1,1,female,27.0,1,1,247.5208,B58,C
1,1,female,48.0,1,0,106.425,C86,C
1,1,female,48.0,1,0,39.6,A16,C
1,1,male,49.0,1,0,56.9292,A20,C
1,0,male,39.0,0,0,29.7,A18,C
1,1,female,23.0,0,1,83.1583,C54,C
1,1,female,38.0,0,0,227.525,C45,C
1,1,female,54.0,1,0,78.2667,D20,C
1,0,female,36.0,0,0,31.6792,A29,C
1,0,male,29.813199137104508,0,0,221.7792,C95,S
1,1,female,29.813199137104508,0,0,31.6833,N,S
1,1,female,29.813199137104508,0,0,110.8833,N,C
1,1,male,36.0,0,0,26.3875,E25,S
1,0,male,30.0,0,0,27.75,C111,C
1,1,female,24.0,3,2,263,C23,S
1,1,female,28.0,3,2,263,C23,S
1,1,female,23.0,3,2,263,C23,S
1,0,male,19.0,3,2,263,C23,S
1,0,male,64.0,1,4,263,C23,S
1,1,female,60.0,1,4,263,C23,S
1,1,female,30.0,0,0,56.9292,E36,C
1,0,male,29.813199137104508,0,0,26.55,D34,S
1,1,male,50.0,2,0,133.65,N,S
1,1,male,43.0,1,0,27.7208,D40,C
1,1,female,29.813199137104508,1,0,133.65,N,S
1,1,female,22.0,0,2,49.5,B39,C
1,1,male,60.0,1,1,79.2,B41,C
1,1,female,48.0,1,1,79.2,B41,C
1,0,male,29.813199137104508,0,0,0,B102,S
1,0,male,37.0,1,0,53.1,C123,S
1,1,female,35.0,1,0,53.1,C123,S
1,0,male,47.0,0,0,38.5,E63,S
1,1,female,35.0,0,0,211.5,C130,C
1,1,female,22.0,0,1,59.4,N,C
1,1,female,45.0,0,1,59.4,N,C
1,0,male,24.0,0,0,79.2,B86,C
1,1,male,49.0,1,0,89.1042,C92,C
1,1,female,29.813199137104508,1,0,89.1042,C92,C
1,0,male,71.0,0,0,34.6542,A5,C
1,1,male,53.0,0,0,28.5,C51,C
1,1,female,19.0,0,0,30,B42,S
1,0,male,38.0,0,1,153.4625,C91,S
1,1,female,58.0,0,1,153.4625,C125,S
1,1,male,23.0,0,1,63.3583,D10,C
1,1,female,45.0,0,1,63.3583,D10,C
1,0,male,46.0,0,0,79.2,B82,C
1,1,male,25.0,1,0,55.4417,E50,C
1,1,female,25.0,1,0,55.4417,E50,C
1,1,male,48.0,1,0,76.7292,D33,C
1,1,female,49.0,1,0,76.7292,D33,C
1,0,male,29.813199137104508,0,0,42.4,N,S
1,0,male,45.0,1,0,83.475,C83,S
1,1,female,35.0,1,0,83.475,C83,S
1,0,male,40.0,0,0,0,B94,S
1,1,male,27.0,0,0,76.7292,D49,C
1,1,male,29.813199137104508,0,0,30,D45,S
1,1,female,24.0,0,0,83.1583,C54,C
1,0,male,55.0,1,1,93.5,B69,S
1,1,female,52.0,1,1,93.5,B69,S
1,0,male,42.0,0,0,42.5,B11,S
1,0,male,29.813199137104508,0,0,51.8625,E46,S
1,0,male,55.0,0,0,50,C39,S
1,1,female,16.0,0,1,57.9792,B18,C
1,1,female,44.0,0,1,57.9792,B18,C
1,1,female,51.0,1,0,77.9583,D11,S
1,0,male,42.0,1,0,52,N,S
1,1,female,35.0,1,0,52,N,S
1,1,male,35.0,0,0,26.55,N,C
1,1,male,38.0,1,0,90,C93,S
1,0,male,29.813199137104508,0,0,30.6958,N,C
1,1,female,35.0,1,0,90,C93,S
1,0,female,50.0,0,0,28.7125,C49,C
1,1,male,49.0,0,0,0,B52,S
1,0,male,46.0,0,0,26,N,S
1,0,male,50.0,0,0,26,E60,S
1,0,male,32.5,0,0,211.5,C132,C
1,0,male,58.0,0,0,29.7,B37,C
1,0,male,41.0,1,0,51.8625,D21,S
1,1,female,29.813199137104508,1,0,51.8625,D21,S
1,1,male,42.0,1,0,52.5542,D19,S
1,1,female,45.0,1,0,52.5542,D19,S
1,0,male,29.813199137104508,0,0,26.55,C124,S
1,1,female,39.0,0,0,211.3375,N,S
1,1,female,49.0,0,0,25.9292,D17,S
1,1,female,30.0,0,0,106.425,N,C
1,1,male,35.0,0,0,512.3292,B101,C
1,0,male,29.813199137104508,0,0,27.7208,N,C
1,0,male,42.0,0,0,26.55,N,S
1,1,female,55.0,0,0,27.7208,N,C
1,1,female,16.0,0,1,39.4,D28,S
1,1,female,51.0,0,1,39.4,D28,S
1,0,male,29.0,0,0,30,D6,S
1,1,female,21.0,0,0,77.9583,D9,S
1,0,male,30.0,0,0,45.5,N,S
1,1,female,58.0,0,0,146.5208,B80,C
1,1,female,15.0,0,1,211.3375,B5,S
1,0,male,30.0,0,0,26,C106,S
1,1,female,16.0,0,0,86.5,B79,S
1,1,male,29.813199137104508,0,0,29.7,C47,C
1,0,male,19.0,1,0,53.1,D30,S
1,1,female,18.0,1,0,53.1,D30,S
1,1,female,24.0,0,0,49.5042,C90,C
1,0,male,46.0,0,0,75.2417,C6,C
1,0,male,54.0,0,0,51.8625,E46,S
1,1,male,36.0,0,0,26.2875,E25,S
1,0,male,28.0,1,0,82.1708,N,C
1,1,female,29.813199137104508,1,0,82.1708,N,C
1,0,male,65.0,0,0,26.55,E38,S
1,0,male,44.0,2,0,90,C78,Q
1,1,female,33.0,1,0,90,C78,Q
1,1,female,37.0,1,0,90,C78,Q
1,1,male,30.0,1,0,57.75,C78,C
1,0,male,55.0,0,0,30.5,C30,S
1,0,male,47.0,0,0,42.4,N,S
1,0,male,37.0,0,1,29.7,C118,C
1,1,female,31.0,1,0,113.275,D36,C
1,1,female,23.0,1,0,113.275,D36,C
1,0,male,58.0,0,2,113.275,D48,C
1,1,female,19.0,0,2,26.2833,D47,S
1,0,male,64.0,0,0,26,N,S
1,1,female,39.0,0,0,108.9,C105,C
1,1,male,29.813199137104508,0,0,25.7417,N,C
1,1,female,22.0,0,1,61.9792,B36,C
1,0,male,65.0,0,1,61.9792,B30,C
1,0,male,28.5,0,0,27.7208,D43,C
1,0,male,29.813199137104508,0,0,0,N,S
1,0,male,45.5,0,0,28.5,C124,S
1,0,male,23.0,0,0,93.5,B24,S
1,0,male,29.0,1,0,66.6,C2,S
1,1,female,22.0,1,0,66.6,C2,S
1,0,male,18.0,1,0,108.9,C65,C
1,1,female,17.0,1,0,108.9,C65,C
1,1,female,30.0,0,0,93.5,B73,S
1,1,male,52.0,0,0,30.5,C104,S
1,0,male,47.0,0,0,52,C110,S
1,1,female,56.0,0,1,83.1583,C50,C
1,0,male,38.0,0,0,0,N,S
1,1,male,29.813199137104508,0,0,39.6,N,S
1,0,male,22.0,0,0,135.6333,N,C
1,0,male,29.813199137104508,0,0,227.525,N,C
1,1,female,43.0,0,1,211.3375,B3,S
1,0,male,31.0,0,0,50.4958,A24,S
1,1,male,45.0,0,0,26.55,N,S
1,0,male,29.813199137104508,0,0,50,A32,S
1,1,female,33.0,0,0,27.7208,A11,C
1,0,male,46.0,0,0,79.2,N,C
1,0,male,36.0,0,0,40.125,A10,C
1,1,female,33.0,0,0,86.5,B77,S
1,0,male,55.0,1,0,59.4,N,C
1,1,female,54.0,1,0,59.4,N,C
1,0,male,33.0,0,0,26.55,N,S
1,1,male,13.0,2,2,262.375,B57,C
1,1,female,18.0,2,2,262.375,B57,C
1,1,female,21.0,2,2,262.375,B57,C
1,0,male,61.0,1,3,262.375,B57,C
1,1,female,48.0,1,3,262.375,B57,C
1,1,male,29.813199137104508,0,0,30.5,C106,S
1,1,female,24.0,0,0,69.3,B35,C
1,1,male,29.813199137104508,0,0,26,N,S
1,1,female,35.0,1,0,57.75,C28,C
1,1,female,30.0,0,0,31,N,C
1,1,male,34.0,0,0,26.55,N,S
1,1,female,40.0,0,0,153.4625,C125,S
1,1,male,35.0,0,0,26.2875,E24,S
1,0,male,50.0,1,0,55.9,E44,S
1,1,female,39.0,1,0,55.9,E44,S
1,1,male,56.0,0,0,35.5,A26,C
1,1,male,28.0,0,0,35.5,A6,S
1,0,male,56.0,0,0,26.55,N,S
1,0,male,56.0,0,0,30.6958,A7,C
1,0,male,24.0,1,0,60,C31,S
1,0,male,29.813199137104508,0,0,26,A19,S
1,1,female,18.0,1,0,60,C31,S
1,1,male,24.0,1,0,82.2667,B45,S
1,1,female,23.0,1,0,82.2667,B45,S
1,1,male,6.0,0,2,134.5,E34,C
1,1,male,45.0,1,1,134.5,E34,C
1,1,female,40.0,1,1,134.5,E34,C
1,0,male,57.0,1,0,146.5208,B78,C
1,1,female,29.813199137104508,1,0,146.5208,B78,C
1,1,male,32.0,0,0,30.5,B50,C
1,0,male,62.0,0,0,26.55,C87,S
1,1,male,54.0,1,0,55.4417,C116,C
1,1,female,43.0,1,0,55.4417,C116,C
1,1,female,52.0,1,0,78.2667,D20,C
1,0,male,29.813199137104508,0,0,27.7208,N,C
1,0,male,67.0,1,0,221.7792,C55,S
1,0,female,63.0,1,0,221.7792,C55,S
1,0,male,61.0,0,0,32.3208,D50,S
1,1,female,48.0,0,0,25.9292,D17,S
1,1,female,18.0,0,2,79.65,E68,S
1,0,male,52.0,1,1,79.65,E67,S
1,1,female,39.0,1,1,79.65,E67,S
1,1,male,48.0,1,0,52,C126,S
1,1,female,29.813199137104508,1,0,52,C126,S
1,0,male,49.0,1,1,110.8833,C68,C
1,1,male,17.0,0,2,110.8833,C70,C
1,1,female,39.0,1,1,110.8833,C68,C
1,1,female,29.813199137104508,0,0,79.2,N,C
1,1,male,31.0,0,0,28.5375,C53,C
1,0,male,40.0,0,0,27.7208,N,C
1,0,male,61.0,0,0,33.5,B19,S
1,0,male,47.0,0,0,34.0208,D46,S
1,1,female,35.0,0,0,512.3292,N,C
1,0,male,64.0,1,0,75.25,D37,C
1,1,female,60.0,1,0,75.25,D37,C
1,0,male,60.0,0,0,26.55,N,S
1,0,male,54.0,0,1,77.2875,D26,S
1,0,male,21.0,0,1,77.2875,D26,S
1,1,female,55.0,0,0,135.6333,C32,C
1,1,female,31.0,0,2,164.8667,C7,S
1,0,male,57.0,1,1,164.8667,N,S
1,1,female,45.0,1,1,164.8667,N,S
1,0,male,50.0,1,1,211.5,C80,C
1,0,male,27.0,0,2,211.5,C82,C
1,1,female,50.0,1,1,211.5,C80,C
1,1,female,21.0,0,0,26.55,N,S
1,0,male,51.0,0,1,61.3792,N,C
1,1,male,21.0,0,1,61.3792,N,C
1,0,male,29.813199137104508,0,0,35,C128,S
1,1,female,31.0,0,0,134.5,E39,C
1,1,male,29.813199137104508,0,0,35.5,C52,S
1,0,male,62.0,0,0,26.55,N,S
1,1,female,36.0,0,0,135.6333,C32,C
2,0,male,30.0,1,0,24,N,C
2,1,female,28.0,1,0,24,N,C
2,0,male,30.0,0,0,13,N,S
2,0,male,18.0,0,0,11.5,N,S
2,0,male,25.0,0,0,10.5,N,S
2,0,male,34.0,1,0,26,N,S
2,1,female,36.0,1,0,26,N,S
2,0,male,57.0,0,0,13,N,S
2,0,male,18.0,0,0,11.5,N,S
2,0,male,23.0,0,0,10.5,N,S
2,1,female,36.0,0,0,13,D,S
2,0,male,28.0,0,0,10.5,N,S
2,0,male,51.0,0,0,12.525,N,S
2,1,male,32.0,1,0,26,N,S
2,1,female,19.0,1,0,26,N,S
2,0,male,28.0,0,0,26,N,S
2,1,male,1.0,2,1,39,F4,S
2,1,female,4.0,2,1,39,F4,S
2,1,female,12.0,2,1,39,F4,S
2,1,female,36.0,0,3,39,F4,S
2,1,male,34.0,0,0,13,D56,S
2,1,female,19.0,0,0,13,N,S
2,0,male,23.0,0,0,13,N,S
2,0,male,26.0,0,0,13,N,S
2,0,male,42.0,0,0,13,N,S
2,0,male,27.0,0,0,13,N,S
2,1,female,24.0,0,0,13,F33,S
2,1,female,15.0,0,2,39,N,S
2,0,male,60.0,1,1,39,N,S
2,1,female,40.0,1,1,39,N,S
2,1,female,20.0,1,0,26,N,S
2,0,male,25.0,1,0,26,N,S
2,1,female,36.0,0,0,13,N,S
2,0,male,25.0,0,0,13,N,S
2,0,male,42.0,0,0,13,N,S
2,1,female,42.0,0,0,13,N,S
2,1,male,0.8333,0,2,29,N,S
2,1,male,26.0,1,1,29,N,S
2,1,female,22.0,1,1,29,N,S
2,1,female,35.0,0,0,21,N,S
2,0,male,29.813199137104508,0,0,0,N,S
2,0,male,19.0,0,0,13,N,S
2,0,female,44.0,1,0,26,N,S
2,0,male,54.0,1,0,26,N,S
2,0,male,52.0,0,0,13.5,N,S
2,0,male,37.0,1,0,26,N,S
2,0,female,29.0,1,0,26,N,S
2,1,female,25.0,1,1,30,N,S
2,1,female,45.0,0,2,30,N,S
2,0,male,29.0,1,0,26,N,S
2,1,female,28.0,1,0,26,N,S
2,0,male,29.0,0,0,10.5,N,S
2,0,male,28.0,0,0,13,N,S
2,1,male,24.0,0,0,10.5,N,S
2,1,female,8.0,0,2,26.25,N,S
2,0,male,31.0,1,1,26.25,N,S
2,1,female,31.0,1,1,26.25,N,S
2,1,female,22.0,0,0,10.5,F33,S
2,0,female,30.0,0,0,13,N,S
2,0,female,29.813199137104508,0,0,21,N,S
2,0,male,21.0,0,0,11.5,N,S
2,0,male,29.813199137104508,0,0,0,N,S
2,1,male,8.0,1,1,36.75,N,S
2,0,male,18.0,0,0,73.5,N,S
2,1,female,48.0,0,2,36.75,N,S
2,1,female,28.0,0,0,13,N,S
2,0,male,32.0,0,0,13,N,S
2,0,male,17.0,0,0,73.5,N,S
2,0,male,29.0,1,0,27.7208,N,C
2,1,female,24.0,1,0,27.7208,N,C
2,0,male,25.0,0,0,31.5,N,S
2,0,male,18.0,0,0,73.5,N,S
2,1,female,18.0,0,1,23,N,S
2,1,female,34.0,0,1,23,N,S
2,0,male,54.0,0,0,26,N,S
2,1,male,8.0,0,2,32.5,N,S
2,0,male,42.0,1,1,32.5,N,S
2,1,female,34.0,1,1,32.5,N,S
2,1,female,27.0,1,0,13.8583,N,C
2,1,female,30.0,1,0,13.8583,N,C
2,0,male,23.0,0,0,13,N,S
2,0,male,21.0,0,0,13,N,S
2,0,male,18.0,0,0,13,N,S
2,0,male,40.0,1,0,26,N,S
2,1,female,29.0,1,0,26,N,S
2,0,male,18.0,0,0,10.5,N,S
2,0,male,36.0,0,0,13,N,S
2,0,male,29.813199137104508,0,0,0,N,S
2,0,female,38.0,0,0,13,N,S
2,0,male,35.0,0,0,26,N,S
2,0,male,38.0,1,0,21,N,S
2,0,male,34.0,1,0,21,N,S
2,1,female,34.0,0,0,13,N,S
2,0,male,16.0,0,0,26,N,S
2,0,male,26.0,0,0,10.5,N,S
2,0,male,47.0,0,0,10.5,N,S
2,0,male,21.0,1,0,11.5,N,S
2,0,male,21.0,1,0,11.5,N,S
2,0,male,24.0,0,0,13.5,N,S
2,0,male,24.0,0,0,13,N,S
2,0,male,34.0,0,0,13,N,S
2,0,male,30.0,0,0,13,N,S
2,0,male,52.0,0,0,13,N,S
2,0,male,30.0,0,0,13,N,S
2,1,male,0.6667,1,1,14.5,N,S
2,1,female,24.0,0,2,14.5,N,S
2,0,male,44.0,0,0,13,N,S
2,1,female,6.0,0,1,33,N,S
2,0,male,28.0,0,1,33,N,S
2,1,male,62.0,0,0,10.5,N,S
2,0,male,30.0,0,0,10.5,N,S
2,1,female,7.0,0,2,26.25,N,S
2,0,male,43.0,1,1,26.25,N,S
2,1,female,45.0,1,1,26.25,N,S
2,1,female,24.0,1,2,65,N,S
2,1,female,24.0,1,2,65,N,S
2,0,male,49.0,1,2,65,N,S
2,1,female,48.0,1,2,65,N,S
2,1,female,55.0,0,0,16,N,S
2,0,male,24.0,2,0,73.5,N,S
2,0,male,32.0,2,0,73.5,N,S
2,0,male,21.0,2,0,73.5,N,S
2,0,female,18.0,1,1,13,N,S
2,1,female,20.0,2,1,23,N,S
2,0,male,23.0,2,1,11.5,N,S
2,0,male,36.0,0,0,13,N,S
2,1,female,54.0,1,3,23,N,S
2,0,male,50.0,0,0,13,N,S
2,0,male,44.0,1,0,26,N,S
2,1,female,29.0,1,0,26,N,S
2,0,male,21.0,0,0,73.5,N,S
2,1,male,42.0,0,0,13,N,S
2,0,male,63.0,1,0,26,N,S
2,0,female,60.0,1,0,26,N,S
2,0,male,33.0,0,0,12.275,N,S
2,1,female,17.0,0,0,10.5,N,S
2,0,male,42.0,1,0,27,N,S
2,1,female,24.0,2,1,27,N,S
2,0,male,47.0,0,0,15,N,S
2,0,male,24.0,2,0,31.5,N,S
2,0,male,22.0,2,0,31.5,N,S
2,0,male,32.0,0,0,10.5,N,S
2,1,female,23.0,0,0,13.7917,D,C
2,0,male,34.0,1,0,26,N,S
2,1,female,24.0,1,0,26,N,S
2,0,female,22.0,0,0,21,N,S
2,1,female,29.813199137104508,0,0,12.35,E101,Q
2,0,male,35.0,0,0,12.35,N,Q
2,1,female,45.0,0,0,13.5,N,S
2,0,male,57.0,0,0,12.35,N,Q
2,0,male,29.813199137104508,0,0,0,N,S
2,0,male,31.0,0,0,10.5,N,S
2,0,female,26.0,1,1,26,N,S
2,0,male,30.0,1,1,26,N,S
2,0,male,29.813199137104508,0,0,10.7083,N,Q
2,1,female,1.0,1,2,41.5792,N,C
2,1,female,3.0,1,2,41.5792,N,C
2,0,male,25.0,1,2,41.5792,N,C
2,1,female,22.0,1,2,41.5792,N,C
2,1,female,17.0,0,0,12,N,C
2,1,female,29.813199137104508,0,0,33,N,S
2,1,female,34.0,0,0,10.5,F33,S
2,0,male,36.0,0,0,12.875,D,C
2,0,male,24.0,0,0,10.5,N,S
2,0,male,61.0,0,0,12.35,N,Q
2,0,male,50.0,1,0,26,N,S
2,1,female,42.0,1,0,26,N,S
2,0,female,57.0,0,0,10.5,E77,S
2,0,male,29.813199137104508,0,0,15.0458,D,C
2,1,male,1.0,0,2,37.0042,N,C
2,0,male,31.0,1,1,37.0042,N,C
2,1,female,24.0,1,1,37.0042,N,C
2,0,male,29.813199137104508,0,0,15.5792,N,C
2,0,male,30.0,0,0,13,N,S
2,0,male,40.0,0,0,16,N,S
2,0,male,32.0,0,0,13.5,N,S
2,0,male,30.0,0,0,13,N,S
2,0,male,46.0,0,0,26,N,S
2,1,female,13.0,0,1,19.5,N,S
2,1,female,41.0,0,1,19.5,N,S
2,1,male,19.0,0,0,10.5,N,S
2,0,male,39.0,0,0,13,N,S
2,0,male,48.0,0,0,13,N,S
2,0,male,70.0,0,0,10.5,N,S
2,0,male,27.0,0,0,13,N,S
2,0,male,54.0,0,0,14,N,S
2,0,male,39.0,0,0,26,N,S
2,0,male,16.0,0,0,10.5,N,S
2,0,male,62.0,0,0,9.6875,N,Q
2,0,male,32.5,1,0,30.0708,N,C
2,1,female,14.0,1,0,30.0708,N,C
2,1,male,2.0,1,1,26,F2,S
2,1,male,3.0,1,1,26,F2,S
2,0,male,36.5,0,2,26,F2,S
2,0,male,26.0,0,0,13,F2,S
2,0,male,19.0,1,1,36.75,N,S
2,0,male,28.0,0,0,13.5,N,S
2,1,male,20.0,0,0,13.8625,D38,C
2,1,female,29.0,0,0,10.5,F33,S
2,0,male,39.0,0,0,13,N,S
2,1,male,22.0,0,0,10.5,N,S
2,1,male,29.813199137104508,0,0,13.8625,N,C
2,0,male,23.0,0,0,10.5,N,S
2,1,male,29.0,0,0,13.8583,N,C
2,0,male,28.0,0,0,10.5,N,S
2,0,male,29.813199137104508,0,0,0,N,S
2,1,female,50.0,0,1,26,N,S
2,0,male,19.0,0,0,10.5,N,S
2,0,male,29.813199137104508,0,0,15.05,N,C
2,0,male,41.0,0,0,13,N,S
2,1,female,21.0,0,1,21,N,S
2,1,female,19.0,0,0,26,N,S
2,0,male,43.0,0,1,21,N,S
2,1,female,32.0,0,0,13,N,S
2,0,male,34.0,0,0,13,N,S
2,1,male,30.0,0,0,12.7375,N,C
2,0,male,27.0,0,0,15.0333,N,C
2,1,female,2.0,1,1,26,N,S
2,1,female,8.0,1,1,26,N,S
2,1,female,33.0,0,2,26,N,S
2,0,male,36.0,0,0,10.5,N,S
2,0,male,34.0,1,0,21,N,S
2,1,female,30.0,3,0,21,N,S
2,1,female,28.0,0,0,13,N,S
2,0,male,23.0,0,0,15.0458,N,C
2,1,male,0.8333,1,1,18.75,N,S
2,1,male,3.0,1,1,18.75,N,S
2,1,female,24.0,2,3,18.75,N,S
2,1,female,50.0,0,0,10.5,N,S
2,0,male,19.0,0,0,10.5,N,S
2,1,female,21.0,0,0,10.5,N,S
2,0,male,26.0,0,0,13,N,S
2,0,male,25.0,0,0,13,N,S
2,0,male,27.0,0,0,26,N,S
2,1,female,25.0,0,1,26,N,S
2,1,female,18.0,0,2,13,N,S
2,1,female,20.0,0,0,36.75,N,S
2,1,female,30.0,0,0,13,N,S
2,0,male,59.0,0,0,13.5,N,S
2,1,female,30.0,0,0,12.35,N,Q
2,0,male,35.0,0,0,10.5,N,S
2,1,female,40.0,0,0,13,N,S
2,0,male,25.0,0,0,13,N,S
2,0,male,41.0,0,0,15.0458,N,C
2,0,male,25.0,0,0,10.5,N,S
2,0,male,18.5,0,0,13,F,S
2,0,male,14.0,0,0,65,N,S
2,1,female,50.0,0,0,10.5,N,S
2,0,male,23.0,0,0,13,N,S
2,1,female,28.0,0,0,12.65,N,S
2,1,female,27.0,0,0,10.5,E101,S
2,0,male,29.0,1,0,21,N,S
2,0,female,27.0,1,0,21,N,S
2,0,male,40.0,0,0,13,N,S
2,1,female,31.0,0,0,21,N,S
2,0,male,30.0,1,0,21,N,S
2,0,male,23.0,1,0,10.5,N,S
2,1,female,31.0,0,0,21,N,S
2,0,male,29.813199137104508,0,0,0,N,S
2,1,female,12.0,0,0,15.75,N,S
2,1,female,40.0,0,0,15.75,N,S
2,1,female,32.5,0,0,13,E101,S
2,0,male,27.0,1,0,26,N,S
2,1,female,29.0,1,0,26,N,S
2,1,male,2.0,1,1,23,N,S
2,1,female,4.0,1,1,23,N,S
2,1,female,29.0,0,2,23,N,S
2,1,female,0.9167,1,2,27.75,N,S
2,1,female,5.0,1,2,27.75,N,S
2,0,male,36.0,1,2,27.75,N,S
2,1,female,33.0,1,2,27.75,N,S
2,0,male,66.0,0,0,10.5,N,S
2,0,male,29.813199137104508,0,0,12.875,N,S
2,1,male,31.0,0,0,13,N,S
2,1,male,29.813199137104508,0,0,13,N,S
2,1,female,26.0,0,0,13.5,N,S
2,0,female,24.0,0,0,13,N,S
3,0,male,42.0,0,0,7.55,N,S
3,0,male,13.0,0,2,20.25,N,S
3,0,male,16.0,1,1,20.25,N,S
3,1,female,35.0,1,1,20.25,N,S
3,1,female,16.0,0,0,7.65,N,S
3,1,male,25.0,0,0,7.65,F,S
3,1,male,20.0,0,0,7.925,N,S
3,1,female,18.0,0,0,7.2292,N,C
3,0,male,30.0,0,0,7.25,N,S
3,0,male,26.0,0,0,8.05,N,S
3,0,female,40.0,1,0,9.475,N,S
3,1,male,0.8333,0,1,9.35,N,S
3,1,female,18.0,0,1,9.35,N,S
3,1,male,26.0,0,0,18.7875,N,C
3,0,male,26.0,0,0,7.8875,N,S
3,0,male,20.0,0,0,7.925,N,S
3,0,male,24.0,0,0,7.05,N,S
3,0,male,25.0,0,0,7.05,N,S
3,0,male,35.0,0,0,8.05,N,S
3,0,male,18.0,0,0,8.3,N,S
3,0,male,32.0,0,0,22.525,N,S
3,1,female,19.0,1,0,7.8542,N,S
3,0,male,4.0,4,2,31.275,N,S
3,0,female,6.0,4,2,31.275,N,S
3,0,female,2.0,4,2,31.275,N,S
